abstract,author,citation_key,doi,entry_type,issn,journal,keywords,note,number,pages,title,url,volume,year
"In recent years, Earth system sciences are urgently calling for innovation on improving accuracy, enhancing model intelligence level, scaling up operation, and reducing costs in many subdomains amid the exponentially accumulated datasets and the promising artificial intelligence (AI) revolution in computer science. This paper presents work led by the NASA Earth Science Data Systems Working Groups and ESIP machine learning cluster to give a comprehensive overview of AI in Earth sciences. It holistically introduces the current status, technology, use cases, challenges, and opportunities, and provides all the levels of AI practitioners in geosciences with an overall big picture and to “blow away the fog to get a clearer vision” about the future development of Earth AI. The paper covers all the majorspheres in the Earth system and investigates representative AI research in each domain. Widely used AI algorithms and computing cyberinfrastructure are briefly introduced. The mandatory steps in a typical workflow of specializing AI to solve Earth scientific problems are decomposed and analyzed. Eventually, it concludes with the grand challenges and reveals the opportunities to give some guidance and pre-warnings on allocating resources wisely to achieve the ambitious Earth AI goals in the future.",Ziheng Sun and Laura Sandoval and Robert Crystal-Ornelas and S. Mostafa Mousavi and Jinbo Wang and Cindy Lin and Nicoleta Cristea and Daniel Tong and Wendy Hawley Carande and Xiaogang Ma and Yuhan Rao and James A. Bednar and Amanda Tan and Jianwu Wang and Sanjay Purushotham and Thomas E. Gill and Julien Chastang and Daniel Howard and Benjamin Holt and Chandana Gangodagamage and Peisheng Zhao and Pablo Rivas and Zachary Chester and Javier Orduz and Aji John,SUN2022105034,https://doi.org/10.1016/j.cageo.2022.105034,article,0098-3004,Computers & Geosciences,"Geosphere, Hydrology, Atmosphere, Artificial intelligence/machine learning, Big data, Cyberinfrastructure",,,105034,A review of Earth Artificial Intelligence,https://www.sciencedirect.com/science/article/pii/S0098300422000036,159,2022
"This study introduces a new RGB dataset specifically developed to detect tomato fungal disease and presents a metaheuristic-based machine learning framework for disease classification. The dataset comprises 3000 labeled images evenly distributed across five categories: four major tomato fungal diseases with common symptoms (Alternaria alternata, Alternaria solani, Botrytis cinerea, Fusarium oxysporum) and healthy leaves. After extracting color, texture, and shape features from the images, a genetic algorithm (GA) was employed for two key tasks: feature selection and hyperparameter optimization of two machine learning models (support vector machine-SVM and random forest-RF). GA-driven optimization led to substantial improvements in classification performance, with overall accuracies increasing from 68.17 % to 87.17 % for SVM and from 80.83 % to 98 % for RF. The RF model achieved high precision across all categories, exceeding 95 % in most cases. Additionally, RF demonstrated consistent improvements in precision, sensitivity, and specificity for all disease categories. These results highlight the effectiveness of GA in enhancing classification performance, particularly for complex datasets with overlapping visual symptoms. Feature selection analysis revealed that texture features were the most influential for classification, followed by color and shape features. The proposed framework demonstrates the potential of combining structured datasets with intelligent optimization techniques for real-time plant disease diagnosis, supporting the development of smart agriculture technologies and sustainable crop management practices.",Guifu Ma and Chenming Zuo and Xiaohang Liu and Seyed Mohamad Javidan and Zhao Zhang and Yiannis Ampatzidis and Keyvan Asefpour Vakilian and Ahmad Banakar and Kamran Rahnama,MA2025101568,https://doi.org/10.1016/j.atech.2025.101568,article,2772-3755,Smart Agricultural Technology,"Artificial intelligence, Detection and classification, Hyperparameter optimization, Plant disease dataset, Plant health monitoring, Precision agriculture",,,101568,A tomato leaf fungal disease image dataset and a metaheuristic-based framework for optimizing machine learning classification,https://www.sciencedirect.com/science/article/pii/S2772375525007993,12,2025
"Summary This study introduces a hybrid deep learning model that combines CNN-based hierarchical feature extraction with light-efficient vision transformer self-attention to classify multiple types of cotton leaf diseases and fabric defects. Using Explainable AI (XAI) techniques, the framework enhances interpretability, allowing domain experts to better understand the model’s decisions. Evaluated on four benchmark datasets, the proposed XCottL-FebViT achieved consistent improvements in accuracy, MCC, and F1 Score compared with leading transformer-based models, while maintaining computational efficiency through hyperparameter optimization. For CottonLeafNet and SAR-CLD, it attained training accuracies of 99.97% and 99.95%, with validation accuracies of 99.93% and 99.91%, respectively. In fabric defect classification, the model achieved 99.97% training accuracy on CottonFabricImageBD and FabricSpotDefect, with validation accuracies of 99.93% and 99.95%, respectively. A lightweight web-based application enables practical deployment for remote disease and defect detection. This work highlights the integration of interpretability, efficiency, and high performance in AI-driven agricultural and textile quality assessment.",S M Masfequier {Rahman Swapno} and Anamul Sakib and Al Shahriar {Uddin Khondakar Pranta} and Amira Hossain and Jesika Debnath and Abdullah {Al Noman} and Abdullah {Al Sakib} and Md. Redwan Ahmed and Rezaul Haque and Abhishek Appaji,RAHMANSWAPNO2026114411,https://doi.org/10.1016/j.isci.2025.114411,article,2589-0042,iScience,"Plant biotechnology, Plant bioinformatics, Interaction of plants with organisms, Agricultural plant products",,2,114411,Explainable transformer framework for fast cotton leaf diagnostics and fabric defect detection,https://www.sciencedirect.com/science/article/pii/S2589004225026720,29,2026
"Background The automated classification of peripheral blood cells via microscopic imaging is a critical component of modern hematological diagnostics, facilitating the identification of a spectrum of disorders including anemia, infections, and leukemias. Although deep learning methodologies present transformative potential, a significant challenge persists in developing models that concurrently achieve high diagnostic accuracy, computational efficiency, and robust generalization across diverse datasets—a necessity for deployment in resource-constrained clinical environments. Methods To address this challenge, we propose a novel deep learning framework that integrates a Dynamic Cross-Scale Context Aggregation (DCSCA) module into the lightweight YOLOv11 architecture. The DCSCA module is engineered to synergistically capture multi-scale morphological features through parallel convolutional pathways, a dynamic attention mechanism for input-specific scale recalibration, and a cross-scale interaction component for modeling long-range contextual dependencies. The model was rigorously evaluated under stringent conditions on two public datasets: a comprehensive 8-class dataset (2,564 test images) and a focused 4-class leukocyte dataset (469 test images). All images were processed at a low resolution of 64 × 64 pixels without data augmentation to critically assess inherent model robustness and efficiency. A comprehensive ablation study benchmarked the proposed DCSCA-YOLOv11 against baseline YOLOv11, ResNet18, EfficientNet-B0, and MobileNetV3. Results The DCSCA-enhanced YOLOv11 model achieved state-of-the-art performance, attaining classification accuracies of 98.28% on the 8-class dataset and 99.15% on the 4-class dataset, consistently surpassing all benchmarked models. The framework demonstrated exceptional discriminative power, evidenced by near-perfect macro Area Under the Curve (AUC) scores ranging from 0.9990 to 0.9992. This superior performance was achieved despite the constraints of minimal input resolution and the absence of data augmentation, underscoring the model’s exceptional parameter efficiency and powerful feature extraction capabilities. Conclusion Our findings establish the DCSCA-YOLOv11 framework as a new benchmark for accurate, efficient, and robust blood cell classification. Its ability to deliver high-fidelity diagnostics with minimal computational overhead presents a highly promising solution for scalable integration into clinical workflows and positions it as a strong candidate for broader medical image analysis applications.",Entesar Hamed I. Eliwa and Tarek {Abd El-Hafeez},ELIWA2025100851,https://doi.org/10.1016/j.eij.2025.100851,article,1110-8665,Egyptian Informatics Journal,"Blood Cell Classification, Deep Learning, YOLOv11, Dynamic Cross-Scale Attention, Medical Image Analysis, Computational Efficiency",,,100851,A novel YOLOv11-based framework with dynamic cross-scale context aggregation for high-performance blood cell classification,https://www.sciencedirect.com/science/article/pii/S1110866525002440,32,2025
"Rare genetic diseases are difficult to diagnose and this translates in patient's diagnostic odyssey! This is particularly true for more than 900 rare diseases including orodental developmental anomalies such as missing teeth. However, if left untreated, their symptoms can become significant and disabling for the patient. Early detection and rapid management are therefore essential in this context. The i-Dent project aims to supply a pre-diagnostic tool to detect rare diseases with tooth agenesis of varying severity and pattern. To identify missing teeth, image segmentation models (Mask R–CNN, U-Net) have been trained for the automatic detection of teeth on patients' panoramic dental X-rays. Teeth segmentation enables the identification of teeth which are present or missing within the mouth. Furthermore, a dental age assessment is conducted to verify whether the absence of teeth is an anomaly or a characteristic of the patient's age. Due to the small size of our dataset, we developed a new dental age assessment technique based on the tooth eruption rate. Information about missing teeth is then used by a final algorithm based on the agenesis probabilities to propose a pre-diagnosis of a rare disease. The results obtained in detecting three types of genes (PAX9, WNT10A and EDA) by our system are very promising, providing a pre-diagnosis with an average accuracy of 72 %.",Hocine Kadi and Marzena Kawczynski and Sara Bendjama and Jesus Zegarra Flores and Audrey Leong-Hoi and Hugues {de Lastic} and Julien Balbierer and Claire Mabileau and Jean Pierre Radoux and Bruno Grollemund and Jean Jaegle and Christophe Guebert and Bertrand Bisch and Agnès Bloch-Zupan,KADI2024108927,https://doi.org/10.1016/j.compbiomed.2024.108927,article,0010-4825,Computers in Biology and Medicine,"Deep learning, Dental age assessment, Mask R–CNN, Medical diagnosis, Panoramic radiograph processing, Rare genetic diseases, Teeth segmentation, U-Net",,,108927,i-Dent: A virtual assistant to diagnose rare genetic dental diseases,https://www.sciencedirect.com/science/article/pii/S0010482524010126,180,2024
"Mobile technology is developing significantly. Mobile phone technologies have been integrated into the healthcare industry to help medical practitioners. Typically, computer vision models focus on image detection and classification issues. MobileNetV2 is a computer vision model that performs well on mobile devices, but it requires cloud services to process biometric image information and provide predictions to users. This leads to increased latency. Processing biometrics image datasets on mobile devices will make the prediction faster, but mobiles are resource-restricted devices in terms of storage, power, and computational speed. Hence, a model that is small in size, efficient, and has good prediction quality for biometrics image classification problems is required. Quantizing pre-trained CNN (PCNN) MobileNetV2 architecture combined with a Support Vector Machine (SVM) compacts the model representation and reduces the computational cost and memory requirement. This proposed novel approach combines quantized pre-trained CNN (PCNN) MobileNetV2 architecture with a Support Vector Machine (SVM) to represent models efficiently with low computational cost and memory. Our contributions include evaluating three CNN models for ocular disease identification in transfer learning and deep feature plus SVM approaches, showing the superiority of deep features from MobileNetV2 and SVM classification models, comparing traditional methods, exploring six ocular diseases and normal classification with 20,111 images post-data augmentation, and reducing the number of trainable models. The model is trained on ocular disorder retinal fundus image datasets according to the severity of six age-related macular degeneration (AMD), one of the most common eye illnesses, Cataract, Diabetes, Glaucoma, Hypertension, and Myopia with one class Normal. From the experiment outcomes, it is observed that the suggested MobileNetV2-SVM model size is compressed. The testing accuracy for MobileNetV2-SVM, InceptionV3, and MobileNetV2 is 90.11%, 86.88%, and 89.76% respectively while MobileNetV2-SVM, InceptionV3, and MobileNetV2 accuracy are observed to be 92.59%, 83.38%, and 90.16%, respectively. The proposed novel technique can be used to classify all biometric medical image datasets on mobile devices.",Roseline Oluwaseun Ogundokun and Joseph Bamidele Awotunde and Hakeem Babalola Akande and Cheng-Chi Lee and Agbotiname Lucky Imoize,OGUNDOKUN2024139,https://doi.org/10.32604/cmc.2024.052153,article,1546-2218,"Computers, Materials and Continua","Retinal images, ocular disorder, deep transfer learning, disease identification, mobile device",,1,139-161,Deep Transfer Learning Models for Mobile-Based Ocular Disorder Identification on Retinal Images,https://www.sciencedirect.com/science/article/pii/S1546221824004971,80,2024
"Lung cancer continues to be a leading cause of cancer-related deaths worldwide, emphasizing the critical need for improved diagnostic techniques. Early detection of lung tumors significantly increases the chances of successful treatment and survival. However, current diagnostic methods often fail to detect tumors at an early stage or to accurately pinpoint their location within the lung tissue. Single-model deep learning technologies for lung cancer detection, while beneficial, cannot capture the full range of features present in medical imaging data, leading to incomplete or inaccurate detection. Furthermore, it may not be robust enough to handle the wide variability in medical images due to different imaging conditions, patient anatomy, and tumor characteristics. To overcome these disadvantages, dual-model or multi-model approaches can be employed. This research focuses on enhancing the detection of lung cancer by utilizing a combination of two learning models: a Convolutional Neural Network (CNN) for categorization and the You Only Look Once (YOLOv8) architecture for real-time identification and pinpointing of tumors. CNNs automatically learn to extract hierarchical features from raw image data, capturing patterns such as edges, textures, and complex structures that are crucial for identifying lung cancer. YOLOv8 incorporates multi-scale feature extraction, enabling the detection of tumors of varying sizes and scales within a single image. This is particularly beneficial for identifying small or irregularly shaped tumors that may be challenging to detect. Furthermore, through the utilization of cutting-edge data augmentation methods, such as Deep Convolutional Generative Adversarial Networks (DCGAN), the suggested approach can handle the issue of limited data and boost the models’ ability to learn from diverse and comprehensive datasets. The combined method not only improved accuracy and localization but also ensured efficient real-time processing, which is crucial for practical clinical applications. The CNN achieved an accuracy of 97.67% in classifying lung tissues into healthy and cancerous categories. The YOLOv8 model achieved an Intersection over Union (IoU) score of 0.85 for tumor localization, reflecting high precision in detecting and marking tumor boundaries within the images. Finally, the incorporation of synthetic images generated by DCGAN led to a 10% improvement in both the CNN classification accuracy and YOLOv8 detection performance.",Sumaia Mohamed Elhassan and Saad Mohamed Darwish and Saleh Mesbah Elkaffas,ELHASSAN2024835,https://doi.org/10.32604/cmes.2024.058770,article,1526-1492,CMES - Computer Modeling in Engineering and Sciences,"Lung cancer detection, dual-model deep learning technique, data augmentation, CNN, YOLOv8",,1,835-867,An Enhanced Lung Cancer Detection Approach Using Dual-Model Deep Learning Technique,https://www.sciencedirect.com/science/article/pii/S1526149224003540,142,2024
"Global food security is seriously threatened by plant diseases and can cause severe economic losses to farmers. Automated detection of plant diseases using computer vision and machine learning techniques has become a popular research area due to its potential to provide faster and more accurate results than traditional methods. In this research, we propose a plant disease detection model based on transfer learning using the MobileNetV2. We evaluate the suggested method on a dataset consisting of 38 various kinds of diseases across 14 different plants. Our experimental findings indicate that the proposed method has a typical accuracy of 91.98% and outperforms additional cutting-edge CNN models for plant disease detection. The experimental findings support the suggested approach's validity and show that it effectively detects plant diseases. We also have put forth the evaluation metrics to investigate the model. The suggested method has potential applications in real-world scenarios and can help farmers detect diseases in their crops at an early stage, allowing them to take timely action to minimize crop losses.",Utkarsh Yashwant Tambe and Dr. A. Shanthini and Pao-Ann Hsiung,TAMBE202422,https://doi.org/10.1016/j.procs.2024.03.192,article,1877-0509,Procedia Computer Science,"Plant Disease Detection, Crop Protection, Image Processing, Crop Health Monitoring, Computers in Agriculture",5th International Conference on Innovative Data Communication Technologies and Application (ICIDCA 2024),,22-34,Integrated Leaf Disease Recognition Across Diverse Crops through Transfer Learning,https://www.sciencedirect.com/science/article/pii/S1877050924005519,233,2024
"Agricultural productivity plays a vital role in global economic development and growth. When crops are affected by diseases, it adversely impacts a nation’s economic resources and agricultural output. Early detection of crop diseases can minimize losses for farmers and enhance production. In this study, we propose a new hybrid deep learning model, PLDPNet, designed to automatically predict potato leaf diseases. The PLDPNet framework encompasses image collection, pre-processing, segmentation, feature extraction and fusion, and classification. We employ an ensemble approach by combining deep features from two well-established models (VGG19 and Inception-V3) to generate more powerful features. The hybrid approach leverages the concept of vision transformers for final prediction. To train and evaluate PLDPNet, we utilize the public potato leaf dataset: early blight, late blight, and healthy leaves. Utilizing the strength of segmentation and fusion feature, the proposed approach achieves an overall accuracy of 98.66%, and F1-score of 96.33%. A comprehensive validation study is conducted using Apple (4 classes) and tomato (10 classes) datasets achieving impressive accuracies of 96.42% and 94.25%, respectively. These experimental findings confirm that the proposed hybrid framework provides more effective and accurate detection and prediction of potato crop diseases, making it a promising candidate for practical applications.",Fizzah Arshad and Muhammad Mateen and Shaukat Hayat and Maryam Wardah and Zaid Al-Huda and Yeong Hyeon Gu and Mugahed A. Al-antari,ARSHAD2023406,https://doi.org/10.1016/j.aej.2023.07.076,article,1110-0168,Alexandria Engineering Journal,"Potato leaf disease, Plant leaf disease prediction, Hybrid prediction AI mode, Deep learning, Feature fusing and concatenation, Vision Transformer (ViT)",,,406-418,PLDPNet: End-to-end hybrid deep learning framework for potato leaf disease prediction,https://www.sciencedirect.com/science/article/pii/S111001682300666X,78,2023
"Lettuce, one of the most consumed leafy greens globally, offers significant health benefits due to its high vitamin, mineral, and fiber content. However, Fusarium wilt, a soil-borne fungus, threatens lettuce yields by reducing both quality and quantity. Traditional disease detection methods, such as manual inspection, are time-consuming and inefficient. This study proposes an Unmanned Aerial Vehicle (UAV)-based- approach for detecting Fusarium wilt in lettuce using high-resolution Red-Green-Blue (RGB) imagery. (1) a high resolution RGB lettuce dataset captured by drones at approximately 10 m altitude in collaboration with the Yuma Center of Excellence for Desert Agriculture (YCEDA), (2) identification of candidate Fusarium-infected regions by evaluating 300x300 pixel image patches for light tan coloration, followed by the application of a customized Residual Neural Network (ResNet), called LeafyResNet, to confirm Fusarium presence, and (3) a method for quantifying Fusarium infection severity, which was validated against an expert-ground truth. In this study, 6,239 high-resolution RGB images (4000 × 3000 pixels) were collected over nine weeks from YCEDA fields and cropped into 675 ROI patches (100 × 100 pixels) representing healthy and Fusarium-infected areas. Data augmentation expanded the training set to 57,000 patches, while the testing set (20%) remained unaugmented to ensure fair evaluation on unseen data. Our approach to detect Fusarium wilt achieves 96.30% accuracy, 94.10% precision, 100% recall, 99.5% mean Average Precision (mAP) and a 97.10% F1-score, with a 4% false positive rate. Disease severity scores showed an overall accuracy of 86%. LeafyResNet has been specifically adapted with ResNet as a base. Overal, the adapted LeafyResNet performed better than the best baseline, ResNet34, with a 0.3% higher accuracy and 0.8% higher F1-score, showing measurable improvements over ResNet18, ResNet34, Inception_v3, and VGG16, and highlighting the benefits of customizing models for agricultural applications. Core of the adaptation is the starting layers and residual blocks, which tailored LeafyResNet to capture subtle wilting symptoms in leaves as multi-scale features in UAV datasets, providing an efficient and scalable solution for precision agriculture.",Kabir Hossain and Stephanie Slinski and Alexander Bucksch,HOSSAIN2025101612,https://doi.org/10.1016/j.atech.2025.101612,article,2772-3755,Smart Agricultural Technology,"Fusarium wilt detection in lettuce, UAV image analysis, LeafyResNet, Deep learning, Plant pathology, Soil-borne fungus, Quantifying disease severity",,,101612,LeafyResNet: Fusarium wilt detection in lettuce using UAV RGB imaging and advanced deep learning model,https://www.sciencedirect.com/science/article/pii/S2772375525008433,12,2025
"Malaria remains a global public health challenge, affecting more than 247 million people and causing 619,000 deaths worldwide in 2024 (according to WHO). Rapid diagnosis is essential for effective treatment and to improve patients’ chances of survival. In this study, we propose an interpretable deep learning framework for accurate malaria diagnosis using blood smear images. Also, We evaluate and compare several baseline deep learning (DL) models (fundamentals), customized VGG-16 and VGG-19, as well as newer DL models such as Vision Transformer (ViT) and MobileNet, and, for the first time, a stacked long-short-term memory network (stacked-LSTM) with an attention mechanism for automatic detection of malaria from blood smear images. These models were trained and validated on a publicly available dataset of over 27.000 labeled blood smear images. The comparative and statistical study conducted in this research showed us that the proposed Stacked-LSTM model with attention mechanism outperformed all other approaches, achieving a classification accuracy (0.9912), sensitivity, specificity, precision, F1 score (0.9911), and area under the curve (AUC) superior to all other models. Despite their solid performance, these models are often considered ”black boxes” due to their lack of transparency in the decision-making process, which poses significant challenges in medical applications and fields where human life is at stake. To address this, we have integrated explainable AI (XAI) techniques, namely Grad-CAM and LIME, to improve the model’s interpretability. Our results demonstrate the complementary value of combining high-performance deep learning models with XAI methods to enhance trust and certainty in AI-assisted medical diagnosis, suggesting that our model can support early and interpretable malaria detection in clinical environments.",Adil Gaouar and Souaad {Hamza Cherif} and Abdellatif Rahmoun and Mostafa {El Habib Daho},GAOUAR2025101667,https://doi.org/10.1016/j.imu.2025.101667,article,2352-9148,Informatics in Medicine Unlocked,"Malaria detection, Stacked-LSTM, Deep learning, Explainable AI, Grad-CAM, LIME, Model interpretability",,,101667,Explainable AI for early malaria detection using stacked-LSTM and attention mechanisms,https://www.sciencedirect.com/science/article/pii/S2352914825000553,57,2025
"This systematic review synthesizes current evidence on energy-reduction techniques across algorithmic, hardware, and infrastructure layers of AI systems. Model compression and knowledge distillation (e.g., DistilBERT) deliver ∼60 % faster inference with ∼40 % fewer parameters while retaining ∼97 % of baseline performance. Low-precision computation (quantization) yields up to ∼50 % energy reductions, and architecture-level strategies—such as neural architecture search and depthwise-separable convolutions in MobileNetV2—significantly lower compute and memory demand. Specialized accelerators (TPUs) and neuromorphic hardware further improve efficiency, while data-center measures (advanced cooling, virtualization, renewable integration) reduce system-level consumption. For generative-AI workloads, distillation, quantization, efficient architectures, and accelerator-optimized inference remain the primary pathways to lowering both training and inference energy. Across studies, recurring gaps include inconsistent energy-metric reporting, limited standardized benchmarks, and a dominant focus on accuracy over efficiency. Regulatory progress is uneven: the EU has introduced stronger transparency requirements, whereas comparable obligations are not yet global. Review limitations include heterogeneous methodologies and incomplete transparency artifacts, which restrict cross-study comparability. Future research directions include algorithm–hardware co-design, neuromorphic methods, energy-harvesting AI devices, improved data-center operations, and explainable-AI tools to support reliable, energy-aware deployment at scale.",Sunawar Khan and Naila Sammar Naz and Tehseen Mazhar and Muhammad Usman Tariq and Tariq Shahzad and Sghaier Guizani and Habib Hamam,KHAN2026100652,https://doi.org/10.1016/j.array.2025.100652,article,2590-0056,Array,"Green AI, Energy efficiency, Model compression, Low-precision computing, Sustainable AI",,,100652,Green AI techniques for reducing energy consumption in AI systems,https://www.sciencedirect.com/science/article/pii/S2590005625002796,29,2026
"Oral squamous cell carcinoma recognition presents a challenge due to late diagnosis and costly data acquisition. A cost-efficient, computerized screening system is crucial for early disease detection, minimizing the need for expert intervention and expensive analysis. Besides, transparency is essential to align these systems with critical sector applications. Explainable Artificial Intelligence (XAI) provides techniques for understanding models. However, current XAI is mostly data-driven and focused on addressing developers’ requirements of improving models rather than clinical users’ demands for expressing relevant insights. Among different XAI strategies, we propose a solution composed of Case-Based Reasoning paradigm to provide visual output explanations and Informed Deep Learning (IDL) to integrate medical knowledge within the system. A key aspect of our solution lies in its capability to handle data imperfections, including labeling inaccuracies and artifacts, thanks to an ensemble architecture on top of the deep learning (DL) workflow. We conducted several experimental benchmarks on a dataset collected in collaboration with medical centers. Our findings reveal that employing the IDL approach yields an accuracy of 85%, surpassing the 77% accuracy achieved by DL alone. Furthermore, we measured the human-centered explainability of the two approaches and IDL generates explanations more congruent with the clinical user demands.",Marco Parola and Federico A. Galatolo and Gaetano {La Mantia} and Mario G.C.A. Cimino and Giuseppina Campisi and Olga {Di Fede},PAROLA2024102433,https://doi.org/10.1016/j.compmedimag.2024.102433,article,0895-6111,Computerized Medical Imaging and Graphics,"Oral cancer, Oncology, Medical imaging, Case-based reasoning, Informed deep learning, Explainable artificial intelligence",,,102433,Towards explainable oral cancer recognition: Screening on imperfect images via Informed Deep Learning and Case-Based Reasoning,https://www.sciencedirect.com/science/article/pii/S0895611124001101,117,2024
"Eye diseases such as cataracts, glaucoma, macular degeneration, and diabetic retinopathy significantly impair vision and quality of life, particularly in aging populations, and pose substantial socio-economic challenges. Accurate and timely diagnosis is crucial for mitigating their impact. Deep learning presents a promising solution by leveraging unlabeled data to extract meaningful features and reduce dependence on extensively labeled datasets. However, conventional deep learning models rely on centralized data collection, raising serious concerns about data security and patient privacy. Federated Learning addresses these challenges by enabling collaborative model training across multiple entities without requiring data sharing or ensuring privacy preservation. Our approach integrates EfficientNetB3 as the backbone with Residual Channel Attention and a custom classification head, achieving 94.79% accuracy. Explainable Artificial Intelligence enhances interpretability and transparency. The integration of the model into real-time diagnostic systems holds the potential for advancing clinical applications while maintaining data security and scalability.",Mahamodul Hasan Mahadi and Md. Nasif Safwan and Sadia Islam Niha and Souhardo Rahman and M.F. Mridha,MAHADI2025100196,https://doi.org/10.1016/j.bea.2025.100196,article,2667-0992,Biomedical Engineering Advances,"Federated learning, EfficientNet, Eye disease, Image classification",,,100196,KbFL-XAI: Explainable knowledge-based federated learning for eye disease diagnosis,https://www.sciencedirect.com/science/article/pii/S2667099225000520,10,2025
"Diseases and pests in agriculture significantly impact crop yield and quality. Downy mildew (Plasmopara viticola) is a particular noteworthy example in grapevines. Traditional detection methods are laborious, subjective and time-consuming. Consequently, a technological solution based on artificial intelligence, would provide higher levels of reproducibility and sampling. The aim of this work was to develop an interpretable, automated method for detection and localisation of plant disease symptoms under field conditions. Images of the grapevine canopy were taken in 14 commercial vineyard plots under a range of lightning conditions, including both static and on-the-go settings. The images were processed using a sliding window, classifying sub-images into areas with and without downy mildew. Transfer learning, fine-tuning and data augmentation were employed to automate the classification, comparing convolutional neural networks (CNNs) and vision transformers (ViT). Subsequently, the trained model was integrated into the sliding window to localise regions within the canopy images exhibiting symptoms of downy mildew. Model predictions were interpreted using explainable artificial intelligence (XAI) methods. The EfficientNetV2S model achieved an accuracy of 91 % and an F1-score of 0.92 when classifying image areas and an Intersection over Union (IoU) of 0.83 when locating symptomatic areas. This method showed promising results, enabling automatic and explainable detection and localisation of plant diseases in complex conditions. The straightforward labelling process facilitated adaptation to new conditions, making it suitable for different crops and diseases. Integration into mobile platforms could enhance disease management and reduce the spread of pathogens, making a significant advance in agricultural technology.",Inés Hernández and Salvador Gutiérrez and Ignacio Barrio and Rubén Íñiguez and Javier Tardaguila,HERNANDEZ2024109478,https://doi.org/10.1016/j.compag.2024.109478,article,0168-1699,Computers and Electronics in Agriculture,"Disease detection, Computer vision, Convolutional neural networks, Vision transformers, Explainable artificial intelligence, Digital agriculture",,,109478,In-field disease symptom detection and localisation using explainable deep learning: Use case for downy mildew in grapevine,https://www.sciencedirect.com/science/article/pii/S016816992400869X,226,2024
"The Mosquito Alert (MA) platform leverages artificial intelligence to enhance community-driven mosquito surveillance by automatically identifying mosquito species from geolocated images submitted via a mobile app. This empowers the public to report both native and invasive mosquitoes of public health relevance, contributing to early detection and monitoring efforts. The Artificial Intelligence Mosquito Alert (AIMA) system integrates machine learning image classification within an automated backend pipeline to enable real-time triaging of submissions: critical reports are flagged for expert review, routine cases are classified automatically, and contributors receive immediate feedback fostering participant engagement. By automating routine identifications, the system reduces the burden on experts, allowing them to focus on complex or ambiguous cases that require taxonomic expertise. This study focuses on two AIMA operational periods in 2023 and 2024. We evaluate model updates and performance across these years, highlighting both progress achieved and remaining limitations under real-world citizen science conditions. The most reliably classified species across both models were Aedes albopictus and Culex sp., whereas Aedes aegypti remained difficult to identify. Despite its limitations, AIMA remains central to enabling scalable, responsive, and intelligent mosquito vector surveillance, substantially reducing the time experts must devote to routine identifications. Functioning as an Early Warning System (EWS), MA produces real-time distribution maps of invasive species and rapidly delivers actionable information to public health authorities, facilitating timely responses and intervention.",Monika Falk and Joan Garriga and Roger Eritja and Isis Sanpera-Calbet and Enric Pou and Alex Richter-Boix and John R.B. Palmer and Frederic Bartumeus,FALK2025100863,https://doi.org/10.1016/j.epidem.2025.100863,article,1755-4365,Epidemics,"Artificial Intelligence, Citizen Science, Early Warning Systems, Vector Risk Visualization, Mosquito-borne Diseases",,,100863,Augmenting community-driven vector surveillance with automated image classification: Lessons from the Artificial Intelligence Mosquito Alert (AIMA) system,https://www.sciencedirect.com/science/article/pii/S1755436525000519,53,2025
